,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
39789,0.786,0.733,1,-6.303,1,0.0918,0.0232,1.65e-06,0.0471,0.922,129.988,4
39790,0.294,0.173,2,-19.411,0,0.0515,0.995,0.784,0.0988,0.0564,125.011,4
39791,0.772,0.912,6,-8.065,1,0.0504,0.102,0.0046,0.197,0.637,123.323,4
39792,0.365,0.322,11,-16.42,0,0.0323,0.76,0.872,0.105,0.361,115.611,4
39793,0.653,0.184,2,-10.203,1,0.0288,0.788,0.00283,0.107,0.193,94.603,4
39794,0.771,0.635,7,-9.727,1,0.0641,0.031,0.0,0.0858,0.543,98.041,4
39795,0.437,0.739,5,-5.351,1,0.04,0.0744,0.519,0.0958,0.396,74.974,4
39796,0.648,0.746,2,-5.189,1,0.0324,0.429,0.0,0.172,0.696,119.109,4
39797,0.935,0.624,11,-8.537,0,0.227,0.0587,3.04e-05,0.0733,0.808,105.978,4
39798,0.661,0.886,5,-5.475,0,0.291,0.165,0.0,0.43,0.902,90.92,4
39799,0.575,0.964,7,-5.562,1,0.0725,0.012,0.0,0.322,0.802,82.098,4
39800,0.457,0.874,8,-4.003,1,0.0985,0.000335,0.00124,0.0787,0.576,188.022,4
39801,0.622,0.673,6,-6.372,1,0.0361,0.45,2.35e-05,0.13,0.337,116.567,4
39802,0.58,0.634,5,-6.616,1,0.0274,0.189,2.22e-05,0.106,0.625,134.883,4
39803,0.684,0.87,9,-3.327,1,0.0297,0.204,0.00203,0.119,0.974,103.884,4
39804,0.688,0.657,9,-8.551,1,0.219,0.00972,3.38e-06,0.866,0.734,87.183,4
39805,0.847,0.549,10,-11.695,0,0.288,0.00353,7.38e-05,0.417,0.283,95.457,4
39806,0.355,0.472,7,-9.019,1,0.029,0.571,0.299,0.121,0.196,114.22,4
39807,0.782,0.894,6,-6.642,1,0.272,0.0174,0.0,0.4,0.919,90.352,4
39808,0.576,0.658,2,-6.667,1,0.0299,0.231,0.0566,0.182,0.271,127.235,4
39809,0.718,0.947,0,-6.346,1,0.0364,0.00145,0.0402,0.311,0.92,140.513,4
39810,0.648,0.856,8,-7.585,1,0.0351,0.291,0.0,0.173,0.765,100.899,4
39811,0.141,0.428,11,-8.23,0,0.0353,0.000725,0.0958,0.129,0.114,81.691,4
39812,0.57,0.4,11,-14.051,1,0.0293,0.948,0.908,0.0863,0.255,110.235,4
39814,0.6,0.94,11,-4.11,1,0.415,0.408,0.0,0.212,0.569,80.017,4
39815,0.484,0.22,6,-18.809,0,0.0315,0.986,0.919,0.12,0.23,74.553,4
39816,0.419,0.98,2,-3.6,1,0.106,0.0121,0.0,0.355,0.327,156.271,4
39817,0.793,0.907,1,-7.461,1,0.182,0.0231,0.00738,0.0798,0.826,115.634,4
39818,0.562,0.875,7,-3.743,1,0.0332,0.0712,3.99e-05,0.109,0.511,104.954,4
39819,0.256,0.436,4,-7.684,1,0.028,0.169,0.0301,0.287,0.149,75.046,4
39820,0.476,0.939,2,-3.388,1,0.0924,0.000238,0.000145,0.065,0.395,117.837,4
39821,0.622,0.441,4,-13.563,0,0.0524,0.888,0.00333,0.0951,0.674,96.062,4
39822,0.605,0.884,4,-6.875,0,0.325,0.0438,0.0,0.477,0.508,103.731,4
39823,0.673,0.562,10,-9.337,0,0.351,0.0494,0.0,0.398,0.439,92.282,4
39824,0.323,0.536,7,-3.622,1,0.0289,0.0151,0.773,0.163,0.228,83.154,3
39825,0.609,0.923,4,-6.555,0,0.0688,0.0277,0.00636,0.0918,0.6,116.056,4
39826,0.643,0.379,10,-10.476,1,0.037,0.689,8.9e-05,0.137,0.112,140.072,4
39827,0.457,0.9,2,-4.433,1,0.0403,0.000993,1.28e-06,0.0931,0.304,106.642,4
39828,0.545,0.56,1,-12.011,1,0.339,0.115,4.86e-05,0.122,0.63,95.884,4
39829,0.751,0.696,2,-7.055,1,0.0475,0.613,0.872,0.105,0.722,120.789,4
39830,0.677,0.796,5,-5.31,1,0.0308,0.0116,0.000267,0.306,0.523,117.976,4
39831,0.573,0.654,6,-5.594,1,0.0293,0.467,0.0,0.353,0.616,93.099,4
39832,0.658,0.841,0,-7.512,1,0.0566,0.0124,0.00825,0.0706,0.6,136.007,4
39834,0.433,0.609,9,-8.09,1,0.134,0.882,0.349,0.374,0.711,114.147,3
39835,0.657,0.747,2,-9.063,1,0.33,0.281,0.0,0.428,0.751,91.906,4
39836,0.42,0.975,1,-5.745,1,0.482,0.105,0.0,0.126,0.544,183.145,4
39837,0.58,0.952,10,-9.679,0,0.0417,0.00356,0.832,0.077,0.343,138.002,4
39838,0.716,0.612,5,-4.69,0,0.166,0.635,2.65e-06,0.139,0.912,93.944,4
39839,0.496,0.68,1,-8.448,1,0.0303,0.000193,0.513,0.129,0.599,131.891,4
39840,0.498,0.174,4,-16.443,1,0.0494,0.955,0.919,0.105,0.25,121.331,4
39841,0.299,0.988,7,-3.514,1,0.246,0.109,5.02e-05,0.0756,0.287,148.101,4
39842,0.289,0.963,2,-3.915,1,0.15,0.0444,0.0,0.275,0.359,125.371,3
39843,0.39,0.42,2,-14.153,0,0.0363,0.955,0.942,0.127,0.622,175.881,4
39844,0.381,0.297,7,-11.771,1,0.0307,0.901,0.00347,0.107,0.471,134.594,4
39845,0.537,0.759,3,-4.782,0,0.339,0.145,0.0,0.123,0.689,185.439,4
39846,0.458,0.254,2,-8.229,0,0.0277,0.593,0.564,0.0891,0.361,102.928,4
39847,0.569,0.896,0,-5.129,1,0.0358,0.000186,2.96e-05,0.0406,0.94,158.091,4
39848,0.418,0.993,7,-2.846,1,0.309,0.00103,0.0013,0.215,0.262,170.107,4
39849,0.626,0.674,4,-8.022,0,0.0768,0.651,8.79e-06,0.319,0.508,136.015,4
39850,0.774,0.463,9,-10.175,1,0.0326,0.515,0.00102,0.205,0.393,115.012,5
39851,0.131,0.729,2,-12.868,1,0.0994,8.05e-05,0.832,0.0773,0.257,186.021,3
39852,0.497,0.977,9,-3.65,1,0.108,0.0118,0.598,0.319,0.229,111.885,4
39853,0.752,0.827,9,-7.516,1,0.278,0.0227,0.0,0.303,0.606,94.233,4
39854,0.519,0.633,7,-7.41,1,0.0265,0.0193,0.00488,0.105,0.453,148.978,3
39855,0.676,0.919,1,-4.674,1,0.286,0.226,0.0,0.271,0.789,88.957,4
39856,0.391,0.549,7,-10.828,1,0.028,0.0535,2.23e-05,0.0755,0.555,172.932,4
39857,0.195,0.712,4,-6.149,1,0.0534,0.000744,1.47e-06,0.0622,0.342,185.512,4
39858,0.436,0.478,7,-8.134,1,0.0515,0.694,0.0337,0.0955,0.641,153.657,4
39859,0.53,0.423,4,-11.33,0,0.0288,0.366,0.65,0.0977,0.276,109.982,4
39860,0.351,0.725,0,-8.411,1,0.145,0.574,6.84e-05,0.399,0.812,149.764,4
39861,0.153,0.00995,6,-28.094,0,0.0454,0.993,0.214,0.411,0.175,72.716,3
39862,0.578,0.173,10,-14.431,1,0.0444,0.669,1.55e-06,0.937,0.3,80.763,3
39863,0.411,0.762,7,-9.391,1,0.242,0.0345,0.688,0.966,0.685,169.509,4
39864,0.424,0.741,0,-5.66,1,0.0314,0.14,0.51,0.111,0.382,170.089,4
39865,0.601,0.841,7,-6.718,1,0.109,0.221,0.277,0.429,0.342,95.84,4
39866,0.794,0.839,1,-8.227,1,0.276,0.0823,0.0,0.355,0.567,94.938,4
39867,0.792,0.411,0,-9.058,1,0.0409,0.147,7.56e-06,0.086,0.707,124.054,4
39868,0.93,0.548,1,-10.818,0,0.32,0.0581,2.6e-06,0.0417,0.388,98.416,4
39869,0.616,0.778,7,-10.177,1,0.0659,0.0511,0.93,0.103,0.527,116.48,3
39870,0.593,0.525,4,-5.973,1,0.0325,0.837,0.0,0.0745,0.447,76.039,4
39871,0.7,0.809,6,-6.317,1,0.0522,0.00564,0.00366,0.117,0.531,94.95,3
39873,0.556,0.855,9,-5.002,1,0.19,0.398,0.0,0.105,0.398,130.0,4
39874,0.384,0.12,7,-24.773,1,0.0429,0.954,0.925,0.116,0.877,174.11,4
39875,0.57,0.957,1,-6.287,1,0.221,0.00074,0.000121,0.0581,0.612,172.846,4
39876,0.723,0.57,2,-12.316,1,0.463,0.111,0.0,0.174,0.918,178.112,4
39877,0.0874,0.807,2,-4.073,1,0.0424,4.36e-06,0.033,0.101,0.377,174.626,3
39878,0.508,0.864,0,-5.127,1,0.0536,2.97e-05,0.157,0.11,0.663,109.109,4
39879,0.647,0.934,9,-5.208,0,0.0315,0.00462,0.0,0.0664,0.612,121.609,4
39880,0.581,0.281,8,-16.118,1,0.031,0.941,0.814,0.104,0.305,87.038,3
39882,0.638,0.342,6,-15.984,0,0.037,0.122,0.254,0.0745,0.551,84.478,4
39883,0.346,0.332,0,-8.017,1,0.036,0.582,0.0,0.0661,0.225,199.903,4
39884,0.417,0.374,5,-17.408,0,0.0486,0.913,0.94,0.116,0.105,141.187,4
39885,0.899,0.626,9,-11.37,1,0.395,0.246,0.0,0.784,0.726,92.32,4
39887,0.329,0.278,7,-9.818,1,0.0348,0.0432,0.114,0.0829,0.0925,123.626,4
39888,0.829,0.597,7,-10.25,1,0.0676,0.758,0.572,0.0866,0.651,108.411,4
39889,0.502,0.273,8,-18.296,1,0.0378,0.919,0.923,0.108,0.127,140.021,4
39890,0.667,0.904,7,-1.676,1,0.278,0.0495,0.0,0.354,0.479,97.768,4
39891,0.491,0.828,2,-10.127,1,0.091,0.0309,0.779,0.378,0.415,148.305,4
39892,0.738,0.716,1,-7.09,1,0.142,0.106,0.0,0.106,0.707,96.88,4
39893,0.471,0.95,8,-4.188,1,0.0715,0.0104,0.0,0.174,0.712,163.985,4
39894,0.593,0.555,7,-6.096,0,0.0279,0.878,0.287,0.0528,0.377,76.554,4
39895,0.727,0.32,11,-7.308,1,0.0282,0.729,0.0,0.0651,0.293,98.761,3
39896,0.94,0.376,7,-15.67,1,0.127,0.832,0.209,0.122,0.451,107.006,4
39897,0.45,0.825,10,-7.115,1,0.149,0.0587,0.201,0.176,0.592,115.905,4
39898,0.466,0.0461,8,-23.661,0,0.051,0.995,0.873,0.16,0.201,126.363,4
39899,0.547,0.967,2,-5.551,1,0.0397,0.0216,0.00374,0.0576,0.832,74.987,4
39900,0.483,0.508,8,-11.841,1,0.0418,0.00544,0.788,0.109,0.574,86.684,4
39901,0.445,0.219,4,-10.068,1,0.09,0.715,0.0,0.413,0.299,134.624,3
39902,0.561,0.832,0,-5.057,1,0.221,0.00549,0.0,0.0584,0.8,93.095,4
39904,0.254,0.313,2,-11.905,1,0.0361,0.422,5.88e-05,0.317,0.153,100.439,3
39905,0.681,0.8,0,-7.412,1,0.0469,0.16,0.738,0.104,0.781,112.291,4
39906,0.405,0.529,1,-11.763,1,0.15,0.36,0.82,0.0893,0.317,88.66,3
39907,0.553,0.765,1,-8.321,1,0.325,0.0413,0.0,0.366,0.75,182.179,4
39909,0.563,0.77,4,-5.3,0,0.0372,0.104,0.00014,0.144,0.874,84.984,4
39910,0.495,0.43,9,-8.412,0,0.0313,0.101,9.88e-06,0.295,0.421,116.93,4
39911,0.129,0.638,7,-6.373,1,0.0492,4.37e-05,0.0698,0.105,0.284,81.566,5
39912,0.49,0.73,0,-8.591,1,0.0378,0.299,0.874,0.14,0.535,93.681,4
39913,0.335,0.364,0,-10.679,1,0.0326,0.457,1.33e-06,0.191,0.221,129.344,5
39914,0.406,0.936,0,-3.631,0,0.445,0.485,0.0,0.199,0.497,83.992,4
39915,0.523,0.767,4,-5.981,1,0.0347,0.479,1.28e-06,0.151,0.937,83.876,4
39916,0.648,0.599,1,-9.586,0,0.57,0.0346,0.0,0.122,0.588,174.859,4
39917,0.67,0.895,1,-5.441,1,0.131,0.0646,0.445,0.142,0.777,139.969,4
39918,0.807,0.388,10,-25.015,0,0.0884,0.146,0.926,0.128,0.438,120.007,4
39919,0.561,0.729,4,-6.155,0,0.048,1.86e-05,0.265,0.0863,0.606,112.225,4
39920,0.553,0.748,7,-10.309,1,0.0593,0.0443,0.709,0.332,0.582,114.909,4
39921,0.535,0.614,8,-10.091,1,0.129,0.0897,0.49,0.0926,0.836,164.174,4
39922,0.665,0.34,6,-15.148,0,0.141,0.436,0.000302,0.0847,0.197,88.021,4
39923,0.549,0.248,6,-14.157,1,0.0298,0.813,1.53e-05,0.568,0.229,108.523,4
39925,0.638,0.737,0,-5.449,1,0.0389,0.051,0.0177,0.107,0.851,109.941,4
39926,0.253,0.248,6,-14.947,1,0.0317,0.904,1.46e-06,0.127,0.268,88.04,4
39927,0.414,0.915,9,-3.604,0,0.32,0.137,0.0,0.239,0.391,87.884,4
39928,0.589,0.186,0,-14.575,1,0.0729,0.87,0.000173,0.102,0.54,83.259,4
39929,0.421,0.827,4,-5.256,1,0.0523,0.049,4.96e-06,0.0877,0.223,141.096,4
39930,0.655,0.869,9,-9.585,1,0.0303,0.0287,2.35e-06,0.0813,0.706,107.73,4
39931,0.679,0.714,1,-8.452,1,0.0425,0.000435,0.831,0.185,0.573,150.01,4
39932,0.351,0.783,6,-9.34,0,0.036,0.128,0.0841,0.132,0.666,115.423,4
39933,0.508,0.682,3,-9.103,1,0.0465,0.882,0.00724,0.364,0.193,155.709,4
39934,0.501,0.528,0,-10.526,1,0.0301,0.0303,0.696,0.681,0.307,111.055,4
39935,0.738,0.749,2,-8.013,1,0.0483,0.0325,0.85,0.158,0.828,127.417,4
39936,0.626,0.875,7,-10.772,1,0.0575,0.317,0.82,0.106,0.808,136.026,4
39937,0.39,0.205,4,-16.317,1,0.0484,0.956,3.62e-05,0.709,0.189,123.183,4
39938,0.733,0.174,7,-17.084,1,0.0396,0.983,0.942,0.119,0.196,119.983,4
39939,0.585,0.548,1,-15.691,1,0.0303,0.202,0.0247,0.196,0.81,138.298,1
39940,0.42,0.491,0,-11.112,1,0.0329,0.0384,0.000327,0.267,0.287,139.45,4
39941,0.746,0.616,7,-12.003,1,0.0995,0.192,0.684,0.0535,0.641,108.905,3
39942,0.707,0.814,6,-5.629,1,0.249,0.0331,0.0,0.124,0.891,90.041,4
39943,0.606,0.618,11,-11.039,0,0.0328,0.487,0.0,0.215,0.966,102.005,4
39944,0.781,0.151,0,-15.145,1,0.0506,0.958,0.0,0.0864,0.37,118.393,1
39946,0.392,0.311,9,-17.527,1,0.187,0.713,0.000421,0.807,0.42,184.557,3
39947,0.497,0.799,10,-6.834,0,0.417,0.787,3.13e-06,0.265,0.636,98.874,4
39948,0.599,0.655,1,-7.543,1,0.0949,0.306,0.0,0.094,0.45,91.231,4
39949,0.528,0.716,10,-7.492,0,0.164,0.0891,0.0,0.07,0.484,85.438,4
39950,0.611,0.55,4,-12.649,0,0.033,0.15,0.0672,0.122,0.567,108.403,4
39951,0.244,0.609,10,-8.93,0,0.0574,0.000558,9.22e-05,0.114,0.271,169.705,4
39952,0.719,0.0378,11,-25.036,1,0.0763,0.864,0.000124,0.113,0.566,95.641,4
39953,0.847,0.681,9,-6.152,1,0.48,0.0503,0.0,0.217,0.744,92.421,4
39954,0.494,0.923,9,-5.04,1,0.0406,0.00905,0.00125,0.0618,0.617,135.822,4
39955,0.552,0.148,4,-22.545,0,0.333,0.833,0.0014,0.373,0.364,128.729,3
39956,0.358,0.975,4,-4.979,0,0.392,0.0553,0.0263,0.363,0.225,84.133,4
39957,0.29,0.271,3,-17.352,1,0.0396,0.953,0.891,0.126,0.424,142.779,4
39958,0.621,0.845,11,-8.058,1,0.381,0.502,0.0,0.0855,0.797,176.196,4
39960,0.376,0.76,1,-5.649,0,0.306,0.0222,0.0,0.272,0.146,71.116,4
39961,0.331,0.554,4,-8.251,0,0.0281,0.000323,0.0054,0.104,0.105,165.714,4
39962,0.687,0.704,2,-4.35,1,0.0298,0.237,0.0,0.105,0.836,123.195,4
39963,0.703,0.251,4,-15.892,0,0.0278,0.554,0.000596,0.104,0.17,84.007,5
39964,0.246,0.772,4,-5.389,1,0.035,2.51e-05,0.195,0.144,0.222,161.567,4
39965,0.487,0.824,5,-4.835,0,0.034,0.0412,3.02e-06,0.0632,0.624,91.458,4
39966,0.924,0.476,4,-5.75,1,0.0561,0.823,0.0,0.238,0.783,129.855,4
39967,0.436,0.868,2,-10.167,1,0.0376,0.205,0.735,0.957,0.434,106.448,4
39968,0.422,0.728,0,-5.405,1,0.028,0.0054,0.0,0.0867,0.0962,86.005,4
39969,0.663,0.739,8,-8.455,1,0.127,0.0592,0.0,0.231,0.639,84.035,4
39970,0.569,0.0768,2,-24.635,0,0.054,0.993,0.937,0.081,0.113,118.037,4
39971,0.534,0.955,4,-7.52,0,0.0791,0.000553,0.0659,0.107,0.544,128.012,4
39972,0.181,0.335,3,-12.508,1,0.0365,0.047,0.00199,0.081,0.0692,79.994,1
39973,0.298,0.102,2,-17.441,0,0.0691,0.981,0.885,0.0896,0.0771,70.894,5
39974,0.553,0.519,1,-13.159,1,0.083,0.308,0.00178,0.178,0.0832,78.316,4
39975,0.445,0.923,4,-4.537,1,0.0643,0.0137,4.66e-05,0.446,0.622,170.078,4
39976,0.527,0.494,2,-9.243,0,0.038,0.384,0.0,0.115,0.591,109.916,4
39977,0.43,0.491,9,-9.779,0,0.0328,0.566,0.000741,0.0836,0.542,115.805,4
39978,0.296,0.456,8,-9.065,1,0.0355,0.237,3.72e-05,0.112,0.443,169.751,4
39979,0.647,0.491,7,-8.429,0,0.0457,0.216,0.908,0.109,0.0945,104.008,4
39980,0.348,0.723,9,-5.651,1,0.0427,0.0671,0.00259,0.33,0.557,124.18,4
39981,0.841,0.553,9,-6.903,0,0.0415,0.0177,0.00104,0.109,0.859,127.007,4
39982,0.601,0.733,0,-6.674,1,0.0923,0.137,0.000173,0.0914,0.653,144.873,4
39983,0.485,0.654,0,-4.824,1,0.251,0.0226,0.000967,0.173,0.163,157.709,4
39984,0.78,0.516,10,-7.91,1,0.437,0.283,0.0,0.353,0.68,92.017,4
39985,0.721,0.752,7,-6.862,1,0.382,0.139,0.0,0.134,0.654,91.913,4
39986,0.754,0.383,9,-8.922,1,0.0446,0.707,0.0,0.106,0.286,128.007,4
39987,0.567,0.447,7,-9.52,1,0.0318,0.00123,0.722,0.0832,0.266,113.956,4
39988,0.234,0.396,8,-10.858,1,0.0335,0.585,0.232,0.138,0.231,100.338,3
39989,0.225,0.313,2,-15.968,1,0.0463,0.961,0.896,0.0971,0.529,180.044,3
39991,0.297,0.413,7,-7.619,1,0.0283,0.836,8.37e-06,0.681,0.109,99.798,4
39992,0.609,0.914,2,-4.565,1,0.0901,0.00495,2.27e-05,0.0974,0.26,119.978,4
39993,0.737,0.386,0,-16.36,1,0.587,0.531,0.00292,0.118,0.495,112.102,4
39994,0.569,0.508,9,-7.072,0,0.0965,0.014,0.0,0.138,0.355,100.844,4
39995,0.639,0.732,2,-6.204,1,0.448,0.0358,0.0,0.0586,0.673,119.59,5
39996,0.479,0.348,7,-10.746,1,0.035,0.191,0.358,0.0854,0.0992,117.212,4
39997,0.489,0.603,9,-11.623,0,0.1,0.41,0.00578,0.725,0.56,116.832,4
39998,0.781,0.727,1,-5.693,0,0.315,0.121,0.0,0.35,0.674,95.266,4
39999,0.448,0.889,2,-5.117,1,0.0964,0.0319,0.0,0.0571,0.356,152.185,3
40000,0.89,0.86,6,-8.755,0,0.231,0.0659,0.000175,0.319,0.763,104.054,4
40001,0.382,0.864,4,-5.17,1,0.103,0.16,2.18e-06,0.159,0.555,89.267,4
40002,0.747,0.478,2,-11.209,1,0.164,0.0307,0.00754,0.224,0.542,190.109,4
40003,0.459,0.91,2,-5.051,1,0.0754,0.37,0.0,0.113,0.459,172.124,4
40005,0.538,0.537,7,-12.156,0,0.0427,0.714,0.138,0.146,0.553,127.997,4
40006,0.718,0.981,1,-4.344,0,0.0854,0.166,0.000103,0.105,0.576,127.976,4
40007,0.619,0.575,8,-11.105,1,0.039,0.677,0.272,0.294,0.527,123.001,4
40008,0.625,0.795,9,-5.922,1,0.329,0.016,0.0,0.128,0.552,80.803,4
40009,0.629,0.982,10,-2.083,0,0.0882,0.00632,5.22e-05,0.067,0.58,99.96,4
40010,0.518,0.692,7,-6.709,1,0.491,0.13,0.0,0.0869,0.619,183.863,4
40011,0.239,0.224,7,-12.525,1,0.0318,0.258,0.948,0.112,0.0954,85.358,3
40012,0.115,0.365,7,-11.6,0,0.0367,0.685,0.154,0.185,0.0789,174.611,3
40013,0.498,0.498,5,-6.844,1,0.0576,0.0275,0.0,0.681,0.374,87.072,4
40014,0.48,0.154,2,-18.874,0,0.0782,0.969,0.972,0.349,0.434,113.157,4
40015,0.585,0.774,11,-6.587,0,0.129,0.0231,0.403,0.167,0.726,92.009,4
40016,0.694,0.114,0,-22.102,1,0.0386,0.871,2.63e-05,0.0969,0.234,120.8,4
40017,0.307,0.283,0,-12.533,0,0.0312,0.337,0.785,0.107,0.385,104.06,4
40018,0.254,0.0499,11,-26.306,1,0.0359,0.979,0.927,0.0892,0.058,95.013,4
40019,0.564,0.408,4,-13.667,1,0.0268,0.28,0.000412,0.111,0.5,106.066,4
40020,0.531,0.429,3,-6.848,1,0.0324,0.91,0.0,0.0991,0.448,146.038,4
40021,0.595,0.908,9,-2.941,1,0.0361,0.18,0.0,0.388,0.793,116.136,4
40022,0.489,0.737,2,-9.003,1,0.0348,4.57e-05,0.428,0.0856,0.75,99.14,4
40023,0.568,0.434,4,-12.859,0,0.0349,0.136,0.106,0.179,0.289,91.98,4
40024,0.137,0.924,11,-6.308,0,0.122,0.0529,0.903,0.178,0.215,79.962,4
40025,0.603,0.699,7,-9.288,1,0.0322,0.133,0.801,0.247,0.305,130.043,4
40026,0.57,0.817,2,-5.329,0,0.126,0.17,0.811,0.321,0.543,118.0,4
40027,0.216,0.105,2,-18.781,0,0.0444,0.969,0.961,0.112,0.0318,135.832,4
40028,0.0819,0.146,8,-14.572,1,0.0428,0.935,0.881,0.0849,0.0351,178.731,3
40029,0.168,0.8,2,-4.996,1,0.078,0.223,0.812,0.14,0.0714,124.861,3
40030,0.212,0.397,9,-18.042,1,0.0504,0.837,0.933,0.15,0.239,91.578,4
40031,0.419,0.919,7,-8.246,1,0.0613,0.283,0.227,0.416,0.112,64.973,4
40032,0.585,0.887,7,-7.743,1,0.0619,0.63,0.731,0.208,0.509,119.949,3
40033,0.289,0.447,2,-10.534,1,0.0343,0.879,0.864,0.0767,0.0629,82.883,3
40034,0.62,0.498,7,-11.145,0,0.0426,0.628,0.369,0.0775,0.18,150.001,4
40035,0.476,0.63,9,-11.435,1,0.053,0.383,0.894,0.395,0.309,144.992,4
40036,0.499,0.718,7,-7.447,1,0.0274,0.0045,0.842,0.175,0.291,91.985,4
40037,0.569,0.608,0,-11.554,1,0.0317,0.421,0.0288,0.835,0.642,97.001,4
40038,0.528,0.996,6,-5.268,0,0.0615,5.69e-05,0.0175,0.386,0.208,139.992,4
40039,0.237,0.711,10,-7.653,0,0.0353,0.827,0.543,0.111,0.537,83.987,4
40040,0.404,0.725,4,-10.572,0,0.0581,0.172,0.9,0.498,0.105,65.982,4
40041,0.799,0.649,5,-8.334,0,0.464,0.0709,4.4e-05,0.175,0.636,178.089,4
40042,0.0974,0.887,11,-8.646,0,0.103,0.677,0.478,0.7,0.0724,171.567,3
40043,0.387,0.29,4,-14.107,0,0.0344,0.77,0.00224,0.0782,0.319,75.098,4
40044,0.404,0.76,7,-10.958,1,0.066,0.198,0.924,0.29,0.12,100.045,4
40045,0.434,0.61,4,-11.021,0,0.0449,0.908,0.867,0.101,0.107,115.002,4
40046,0.477,0.646,8,-17.324,1,0.709,0.986,0.349,0.742,0.579,118.546,4
40047,0.244,0.935,0,-4.413,0,0.0817,0.0641,0.0134,0.464,0.0912,141.633,4
40048,0.589,0.9,8,-8.303,0,0.107,0.000359,0.724,0.0983,0.317,119.31,4
40049,0.444,0.572,4,-7.24,0,0.0409,0.973,0.0,0.358,0.544,111.655,4
40051,0.274,0.527,11,-6.714,0,0.037,0.0807,0.921,0.134,0.179,79.474,4
40052,0.215,0.517,4,-12.279,0,0.0316,0.226,0.0249,0.552,0.375,183.825,3
40053,0.264,0.513,7,-7.431,1,0.0373,0.667,0.815,0.387,0.355,131.891,3
40054,0.62,0.817,0,-8.595,1,0.033,0.55,0.934,0.581,0.497,120.957,4
40055,0.255,0.42,8,-13.71,1,0.0574,0.662,0.92,0.178,0.206,84.819,4
40056,0.138,0.649,2,-8.947,0,0.0506,0.0201,0.881,0.111,0.0539,181.018,4
40057,0.641,0.928,11,-5.833,1,0.143,0.0228,0.0103,0.103,0.617,129.305,5
40058,0.618,0.504,9,-9.246,0,0.0282,0.317,0.00277,0.0954,0.408,113.467,4
40059,0.237,0.644,7,-4.572,0,0.0322,0.175,0.856,0.118,0.252,86.263,4
40060,0.348,0.202,0,-20.533,1,0.0539,0.0693,0.419,0.14,0.039,126.026,4
40061,0.589,0.703,11,-6.991,1,0.0299,0.0231,0.974,0.424,0.964,115.901,4
40062,0.269,0.814,1,-7.802,1,0.055,0.609,0.692,0.561,0.0345,107.036,4
40063,0.49,0.158,7,-18.482,1,0.0361,0.928,0.0922,0.178,0.236,99.979,4
40064,0.643,0.489,4,-12.544,0,0.0349,0.000127,0.136,0.366,0.374,108.992,4
40065,0.531,0.58,5,-8.561,1,0.0269,0.118,0.84,0.0727,0.224,92.679,4
40066,0.599,0.925,1,-4.492,0,0.066,0.0202,0.031,0.43,0.324,130.003,4
40067,0.427,0.537,11,-15.828,0,0.0723,0.581,0.852,0.191,0.165,139.965,4
40068,0.572,0.899,7,-6.557,1,0.0419,0.0341,0.802,0.115,0.53,105.786,4
40069,0.17,0.601,7,-8.334,1,0.0353,0.0782,0.804,0.399,0.0868,77.376,4
40070,0.682,0.54,9,-10.288,0,0.0292,0.00627,0.0588,0.152,0.408,117.106,4
40071,0.195,0.482,2,-7.729,1,0.0394,0.00184,0.00307,0.336,0.412,115.159,5
40072,0.0713,0.125,0,-25.974,1,0.035,0.636,0.947,0.112,0.119,75.54,3
40073,0.261,0.733,0,-8.685,0,0.0658,0.0886,0.0379,0.0636,0.68,80.643,3
40074,0.669,0.897,10,-5.282,0,0.0633,0.000463,0.00889,0.0599,0.7,136.015,4
40075,0.524,0.616,2,-13.237,1,0.0422,0.428,0.879,0.209,0.43,119.518,4
40076,0.709,0.65,8,-11.235,1,0.143,0.0124,0.26,0.301,0.625,112.138,4
40077,0.418,0.511,2,-10.349,1,0.0533,0.074,0.562,0.103,0.305,69.754,4
40078,0.0957,0.745,5,-6.563,0,0.267,0.783,0.00538,0.429,0.0325,77.984,4
40079,0.452,0.979,0,-6.29,0,0.0615,0.00314,0.869,0.281,0.537,161.787,4
40080,0.837,0.859,11,-3.713,0,0.0564,0.288,0.0142,0.157,0.503,114.001,4
40081,0.465,0.533,9,-6.752,0,0.0312,0.805,0.00744,0.127,0.308,124.083,4
40082,0.392,0.197,8,-17.878,1,0.154,0.0951,0.0026,0.209,0.194,100.317,5
40083,0.524,0.616,2,-13.237,1,0.0422,0.428,0.879,0.209,0.43,119.518,4
40084,0.729,0.53,2,-6.644,0,0.133,0.59,1.01e-06,0.0825,0.428,106.795,4
40085,0.329,0.0717,4,-26.212,0,0.0277,0.813,0.874,0.0998,0.0508,59.964,5
40086,0.438,0.658,8,-7.391,1,0.0321,0.00109,0.754,0.267,0.212,87.07,3
40087,0.301,0.596,9,-9.721,0,0.0364,0.573,0.958,0.136,0.388,187.996,3
40088,0.581,0.239,0,-16.216,1,0.0963,0.627,0.947,0.107,0.242,99.294,4
40089,0.388,0.677,5,-8.737,0,0.0499,0.0324,0.854,0.18,0.22,125.146,4
40090,0.312,0.69,7,-8.388,0,0.0596,0.0181,0.851,0.0937,0.0993,133.144,5
40091,0.656,0.995,1,-5.988,1,0.0418,0.00133,0.703,0.135,0.701,124.998,4
